Unnamed: 0,unmasked_text,masked_text,privacy_mask,bio_labels
1165,Our sports coach Kristian Adams will now be taking sessions for our gifted students. You can reach him at 0188 17087875 for any queries.,Our sports coach [FIRSTNAME_1] [LASTNAME_1] will now be taking sessions for our gifted students. You can reach him at [PHONENUMBER_1] for any queries.,"{'[FIRSTNAME_1]': 'Kristian', '[LASTNAME_1]': 'Adams', '[PHONENUMBER_1]': '0188 17087875 for any queries'}","['O', 'O', 'O', 'B-FIRSTNAME_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O']"
1166,"Hi Mr. Stark, if you are available this Friday, we would like to hear your ideas on renovating the extracurricular activities of the school. Reach us at (773).0419164 whenever you have time.","Hi [PREFIX_1] [LASTNAME_1], if you are available this Friday, we would like to hear your ideas on renovating the extracurricular activities of the school. Reach us at [PHONENUMBER_1] whenever you have time.","{'[PREFIX_1]': 'Mr', '[LASTNAME_1]': 'Stark', '[PHONENUMBER_1]': '(773).0419164'}","['O', 'B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O', 'O']"
1167,The Tremblay and Sons Foundation is conducting a literacy program in Fort Cydneystad. Registrations are open now. Contact Walton at 055 8662.4327.,The [COMPANYNAME_1] is conducting a literacy program in [CITY_1]. Registrations are open now. Contact [FIRSTNAME_1] at [PHONENUMBER_1].,"{'[COMPANYNAME_1]': 'Tremblay and Sons Foundation', '[CITY_1]': 'Fort Cydneystad', '[FIRSTNAME_1]': 'Walton', '[PHONENUMBER_1]': '055 8662.4327'}","['O', 'B-COMPANYNAME_1', 'I-COMPANYNAME_1', 'I-COMPANYNAME_1', 'I-COMPANYNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY_1', 'I-CITY_1', 'O', 'O', 'O', 'O', 'O', 'B-FIRSTNAME_1', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1168,We are conducting an inter-school sports meet on 21/11/1996. All participants must confirm their participation and submit their details (including 196centimeters and Eye color: Green) by 1962-12-17T13:13:20.261Z. Kindly contact 06-0528 3335 for any queries.,We are conducting an inter-school sports meet on [DATE_1]. All participants must confirm their participation and submit their details (including [HEIGHT_1] and [EYECOLOR_1]) by [DATE_1]. Kindly contact [PHONENUMBER_1] for any queries.,"{'[DATE_1]': '1962-12-17T13:13:20.261Z', '[HEIGHT_1]': '196centimeters', '[EYECOLOR_1]': 'Eye color: Green', '[PHONENUMBER_1]': '06-0528 3335'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HEIGHT_1', 'O', 'B-EYECOLOR_1', 'I-EYECOLOR_1', 'I-EYECOLOR_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O']"
1169,"Inventory available at MacGyver Viaduct unit is below the desired level. Kindly, update by 1921-04-24T02:27:58.107Z. For more inquiries, reach out via Adrianna_Tremblay@hotmail.com or call 015 8846603. Please, login using Bailee.Waters and ZNkdxDgV8oAD for updating the status.","Inventory available at [STREET_1] unit is below the desired level. Kindly, update by [DATE_1]. For more inquiries, reach out via [EMAIL_1] or call [PHONENUMBER_1]. Please, login using [USERNAME_1] and [PASSWORD_1] for updating the status.","{'[STREET_1]': 'MacGyver Viaduct', '[DATE_1]': '1921-04-24T02:27:58.107Z', '[EMAIL_1]': 'Adrianna_Tremblay@hotmail.com', '[PHONENUMBER_1]': '015 8846603', '[USERNAME_1]': 'Bailee.Waters', '[PASSWORD_1]': 'ZNkdxDgV8oAD'}","['O', 'O', 'O', 'B-STREET_1', 'I-STREET_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O', 'B-USERNAME_1', 'O', 'B-PASSWORD_1', 'O', 'O', 'O', 'O']"
1170,"Thanks to technology, we can now reach remote areas like 8240, Griffin Squares, Rodriguezland. For instance, Ms. Wilkinson can leverage telemedicine without having to leave home. Call her at (89) 5061 6179.","Thanks to technology, we can now reach remote areas like [BUILDINGNUMBER_1], [STREET_1], [CITY_1]. For instance, [PREFIX_1] [LASTNAME_1] can leverage telemedicine without having to leave home. Call her at [PHONENUMBER_1].","{'[BUILDINGNUMBER_1]': '8240', '[STREET_1]': 'Griffin Squares', '[CITY_1]': 'Rodriguezland', '[PREFIX_1]': 'Ms', '[LASTNAME_1]': 'Wilkinson', '[PHONENUMBER_1]': '(89) 5061 6179'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BUILDINGNUMBER_1', 'B-STREET_1', 'I-STREET_1', 'B-CITY_1', 'O', 'O', 'B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1171,"Wendy, are there security measures for accessing student edtech profiles? We received a concerning report about a password (QSJumoZ4C1am) leak. Details are attached. Let's discuss on call, 017.836-8585.","[FIRSTNAME_1], are there security measures for accessing student edtech profiles? We received a concerning report about a password ([PASSWORD_1]) leak. Details are attached. Let's discuss on call, [PHONENUMBER_1].","{'[FIRSTNAME_1]': 'Wendy', '[PASSWORD_1]': 'QSJumoZ4C1am', '[PHONENUMBER_1]': '017.836-8585'}","['B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PASSWORD_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1172,"Krystina Larkin has been successfully registered for the clinical trial starting on 2/50. Your participant ID is 73-294192-788409-8. If you have any questions, please contact us at the following number +617-747 409 8098.","[FIRSTNAME_1] [LASTNAME_1] has been successfully registered for the [MEDICAL_1] starting on [DATE_1]. Your participant ID is [PHONEIMEI_1]. If you have any questions, please contact us at the following number [PHONENUMBER_1].","{'[FIRSTNAME_1]': 'Krystina', '[LASTNAME_1]': 'Larkin', '[MEDICAL_1]': 'clinical trial', '[DATE_1]': '2/50', '[PHONEIMEI_1]': '73-294192-788409-8', '[PHONENUMBER_1]': '+617-747 409 8098'}","['B-FIRSTNAME_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'B-PHONEIMEI_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1173,"Hello, I'm Taylor, a Forward Tactics Planner in the Paradigm. I'm interested in trying humanistic therapy. My phone number is +909-453.449-3180.","Hello, I'm [FIRSTNAME_1], a [JOBTITLE_1] in the [JOBAREA_1]. I'm interested in trying [MEDICAL_1]. My phone number is [PHONENUMBER_1].","{'[FIRSTNAME_1]': 'Taylor', '[JOBTITLE_1]': 'Forward Tactics Planner', '[JOBAREA_1]': 'Paradigm', '[MEDICAL_1]': 'humanistic therapy', '[PHONENUMBER_1]': '+909-453.449-3180'}","['O', 'O', 'B-FIRSTNAME_1', 'O', 'B-JOBTITLE_1', 'I-JOBTITLE_1', 'I-JOBTITLE_1', 'O', 'O', 'B-JOBAREA_1', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1174,I am sorry to inform you that we faced an issue regarding the monthly measurement of your Female to male transsexual man child Kaya. Please contact us at 01 49-56 60.42.,I am sorry to inform you that we faced an issue regarding the monthly measurement of your [GENDER_1] child [FIRSTNAME_1]. Please contact us at [PHONENUMBER_1].,"{'[GENDER_1]': 'Female to male transsexual man', '[FIRSTNAME_1]': 'Kaya', '[PHONENUMBER_1]': '01 49-56 60.42'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GENDER_1', 'I-GENDER_1', 'I-GENDER_1', 'I-GENDER_1', 'I-GENDER_1', 'O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1175,"Dear parents, our detailed Course-Related Behavioral Guidelines can be downloaded from our website Suite 377. For assistance, contact us at 032 3095538.","Dear parents, our detailed Course-Related Behavioral Guidelines can be downloaded from our website [BUILDINGNUMBER_1]. For assistance, contact us at [PHONENUMBER_1].","{'[BUILDINGNUMBER_1]': 'Suite 377', '[PHONENUMBER_1]': '032 3095538'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BUILDINGNUMBER_1', 'I-BUILDINGNUMBER_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1176,Update Liaison's salary and send to AL0771841365910FT062711G461F for this month's military pension pay. Inform via 0548.31314208.,Update [JOBTYPE_1]'s salary and send to [IBAN_1] for this month's military pension pay. Inform via [PHONENUMBER_1].,"{'[JOBTYPE_1]': 'Liaison', '[IBAN_1]': 'AL0771841365910FT062711G461F', '[PHONENUMBER_1]': '0548.31314208'}","['O', 'O', 'O', 'O', 'O', 'O', 'B-IBAN_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1177,"Dear Participant, We have scheduled a health informatics seminar on the 11/08/1932. Please register your interest by responding to this email or call us at 008-383-6113.","Dear Participant, We have scheduled a [MEDICAL_1] seminar on the [DATE_1]. Please register your interest by responding to this email or call us at [PHONENUMBER_1].","{'[MEDICAL_1]': 'health informatics', '[DATE_1]': '11/08/1932', '[PHONENUMBER_1]': '008-383-6113'}","['O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1178,Working on Wolf and Sons's intellectual property updates. Reach Julie Cummerata at 04835.26073 for discussions.,Working on [COMPANYNAME_1]'s intellectual property updates. Reach [FIRSTNAME_1] [LASTNAME_1] at [PHONENUMBER_1] for discussions.,"{'[COMPANYNAME_1]': 'Wolf and Sons', '[FIRSTNAME_1]': 'Julie', '[LASTNAME_1]': 'Cummer', '[PHONENUMBER_1]': ' 04835.26073'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRSTNAME_1', 'B-LASTNAME_1', 'O', 'B-PHONENUMBER_1', 'O', 'O']"
1179,"Dear Parents, informing you of data breach. We're confident secured information is intact and working to address the situation. Please change your portal's PIN 0955 as a precautionary measure. For further details, call 09 35-40.45.89.","Dear Parents, informing you of data breach. We're confident secured information is intact and working to address the situation. Please change your portal's PIN [PIN_1] as a precautionary measure. For further details, call [PHONENUMBER_1].","{'[PIN_1]': '0955', '[PHONENUMBER_1]': '09 35-40.45.89'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PIN_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1180,"Loraine, you’ve been selected to be the instructor for our upcoming Geometry series. You can confirm your participation at Jaden42@hotmail.com or call 01155 786181.","[FIRSTNAME_1], you’ve been selected to be the instructor for our upcoming Geometry series. You can confirm your participation at [EMAIL_1] or call [PHONENUMBER_1].","{'[FIRSTNAME_1]': 'Loraine', '[EMAIL_1]': 'Jaden42@hotmail.com', '[PHONENUMBER_1]': '01155 786181'}","['B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1181,"We'll target Molise heavily in our strategies due to its relevance in Accounts. If you have queries, be in touch with Geovany30 or call (83) 3927-5708.","We'll target [STATE_1] heavily in our strategies due to its relevance in [JOBAREA_1]. If you have queries, be in touch with [USERNAME_1] or call [PHONENUMBER_1].","{'[STATE_1]': 'Molise', '[JOBAREA_1]': 'Accounts', '[USERNAME_1]': 'Geovany30', '[PHONENUMBER_1]': '(83) 3927-5708'}","['O', 'O', 'B-STATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USERNAME_1', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1182,"FTM from Hamilton County, works within Assurance. Provides intriguing perspectives. Contact through 0213 15199435, or Addie_Hermann64@hotmail.com.","[GENDER_1] from [COUNTY_1], works within [JOBAREA_1]. Provides intriguing perspectives. Contact through [PHONENUMBER_1], or [EMAIL_1].","{'[GENDER_1]': 'FTM', '[COUNTY_1]': 'Hamilton County', '[JOBAREA_1]': 'Assurance', '[PHONENUMBER_1]': '0213 15199435', '[EMAIL_1]': 'Addie_Hermann64@hotmail.com'}","['B-GENDER_1', 'O', 'B-COUNTY_1', 'I-COUNTY_1', 'O', 'O', 'B-JOBAREA_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-EMAIL_1']"
1183,Miss Harris I wanted to draw your attention to a new tool that has proven quite effective in managing ADHD. Check it out on https://complex-bathrobe.name/. I will get in touch via the 06898-66188 on file.,[PREFIX_1] [LASTNAME_1] I wanted to draw your attention to a new tool that has proven quite effective in managing [MEDICAL_1]. Check it out on [URL_1]. I will get in touch via the [PHONENUMBER_1] on file.,"{'[PREFIX_1]': 'Miss', '[LASTNAME_1]': 'Harris', '[MEDICAL_1]': 'ADHD', '[URL_1]': 'https://complex-bathrobe.name/', '[PHONENUMBER_1]': '06898-66188'}","['B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'O', 'O', 'O', 'O', 'B-URL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O']"
1184,"Hello Thad Phoenix Farrell (username: Myah_Hyatt), we scheduled your therapy session with our expert in Schmittworth at 4:15 AM on 14/07/1973. Please confirm the scheduled timing at Carolina16@yahoo.com, or call us at +50 954-113 5219 if any changes are required.","Hello [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] (username: [USERNAME_1]), we scheduled your [MEDICAL_1] with our expert in [CITY_1] at [TIME_1] on [DATE_1]. Please confirm the scheduled timing at [EMAIL_1], or call us at [PHONENUMBER_1] if any changes are required.","{'[FIRSTNAME_1]': 'Thad', '[MIDDLENAME_1]': 'Phoenix', '[LASTNAME_1]': 'Farrell', '[USERNAME_1]': 'Myah_Hyatt', '[MEDICAL_1]': 'therapy session', '[CITY_1]': 'Schmittworth', '[TIME_1]': '4:15 AM', '[DATE_1]': '14/07/1973', '[EMAIL_1]': 'Carolina16@yahoo.com', '[PHONENUMBER_1]': '+50 954-113 5219'}","['O', 'B-FIRSTNAME_1', 'B-MIDDLENAME_1', 'B-LASTNAME_1', 'O', 'B-USERNAME_1', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'O', 'O', 'B-CITY_1', 'O', 'B-TIME_1', 'I-TIME_1', 'O', 'B-DATE_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O', 'O', 'O']"
1185,"Hi Regional Assurance Specialist, follow this https://indelible-sunbonnet.biz to view past transaction details of account 18308208. For assistance, call us at 092 8311382.","Hi [JOBTITLE_1], follow this [URL_1] to view past transaction details of account [ACCOUNTNUMBER_1]. For assistance, call us at [PHONENUMBER_1].","{'[JOBTITLE_1]': 'Regional Assurance Specialist', '[URL_1]': 'https://indelible-sunbonnet.biz', '[ACCOUNTNUMBER_1]': '18308208', '[PHONENUMBER_1]': '092 8311382'}","['O', 'B-JOBTITLE_1', 'I-JOBTITLE_1', 'I-JOBTITLE_1', 'O', 'O', 'B-URL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1186,"Legal is reviewing the intellectual property assertion in North Jewellshire. For any enquiries, contact Elenor at 067.0461-9650.","Legal is reviewing the intellectual property assertion in [CITY_1]. For any enquiries, contact [FIRSTNAME_1] at [PHONENUMBER_1].","{'[CITY_1]': 'North Jewellshire', '[FIRSTNAME_1]': 'Elenor', '[PHONENUMBER_1]': '067.0461-9650'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY_1', 'I-CITY_1', 'O', 'O', 'O', 'O', 'B-FIRSTNAME_1', 'O', 'B-PHONENUMBER_1']"
1187,"Orientation for new hires at Cummerata - Orn, E Union Street, Tuckahoe is scheduled. We're focusing on workplace ergonomics. For registration, contact 05051 62596.","Orientation for new hires at [COMPANYNAME_1], [STREET_1], [CITY_1] is scheduled. We're focusing on workplace ergonomics. For registration, contact [PHONENUMBER_1].","{'[COMPANYNAME_1]': '', '[STREET_1]': '', '[CITY_1]': 'Cummerata - Orn, E Union Street, Tuckahoe', '[PHONENUMBER_1]': '05051 62596'}","['B-STREET_1', 'O', 'O', 'O', 'O', 'B-CITY_1', 'I-CITY_1', 'I-CITY_1', 'I-CITY_1', 'I-CITY_1', 'I-CITY_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1188,"Currently pursuing a degree in Security, I am enthusiastic about your company’s work. I would love the opportunity to contribute to your team as an intern. Please contact me at 090.647 1453 or Fausto_Volkman@hotmail.com.","Currently pursuing a degree in [JOBAREA_1], I am enthusiastic about your company’s work. I would love the opportunity to contribute to your team as an intern. Please contact me at [PHONENUMBER_1] or [EMAIL_1].","{'[JOBAREA_1]': 'Security', '[PHONENUMBER_1]': '090.647 1453', '[EMAIL_1]': 'Fausto_Volkman@hotmail.com'}","['O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-EMAIL_1']"
1189,"As part of the public health initiative, we have set up a health camp in Hamilton County. This effort is overseen by Auto Loan Account, who is reachable at +394.20.304.6558.","As part of the public health initiative, we have set up a health camp in [COUNTY_1]. This effort is overseen by [ORGANIZATION_1], who is reachable at [PHONENUMBER_1].","{'[COUNTY_1]': 'Hamilton County', '[ORGANIZATION_1]': 'Auto Loan Account', '[PHONENUMBER_1]': '+394.20.304.6558'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COUNTY_1', 'I-COUNTY_1', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION_1', 'I-ORGANIZATION_1', 'I-ORGANIZATION_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1']"
1190,You're scheduled to meet the patient at New Jaleelton hospital Apt. 145 department. Contact +546.784.599 9409 if any issues.,You're scheduled to meet the patient at [CITY_1] hospital [BUILDINGNUMBER_1] department. Contact [PHONENUMBER_1] if any issues.,"{'[CITY_1]': 'New Jaleelton', '[BUILDINGNUMBER_1]': 'Apt. 145', '[PHONENUMBER_1]': '+546.784.599 9409'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY_1', 'I-CITY_1', 'O', 'B-BUILDINGNUMBER_1', 'I-BUILDINGNUMBER_1', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O']"
1191,"Hello Jovanny, we noticed some signals which suggest that you may be in a crisis. We, at Lindgren, Homenick and Schulist, are here to help. Contact our crisis intervention department on this number +22.26-196 0632.","Hello [FIRSTNAME_1], we noticed some signals which suggest that you may be in a crisis. We, at [COMPANYNAME_1], are here to help. Contact our [JOBAREA_1] department on this number [PHONENUMBER_1].","{'[FIRSTNAME_1]': 'Jovanny', '[COMPANYNAME_1]': 'Lindgren, Homenick and Schulist', '[JOBAREA_1]': 'crisis intervention', '[PHONENUMBER_1]': '+22.26-196 0632'}","['O', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-COMPANYNAME_1', 'I-COMPANYNAME_1', 'I-COMPANYNAME_1', 'I-COMPANYNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-JOBAREA_1', 'I-JOBAREA_1', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1192,"Dear Demi-boy, your payment 41080262, from East of England flagged. Call +68 142-689.2162 ASAP. CVV required 533.","Dear [GENDER_1], your payment [ACCOUNTNUMBER_1], from [STATE_1] flagged. Call [PHONENUMBER_1] ASAP. CVV required [CREDITCARDCVV_1].","{'[GENDER_1]': 'Demi-boy', '[ACCOUNTNUMBER_1]': '41080262', '[STATE_1]': 'East of England', '[PHONENUMBER_1]': '+68 142-689.2162', '[CREDITCARDCVV_1]': '533'}","['O', 'B-GENDER_1', 'O', 'O', 'B-ACCOUNTNUMBER_1', 'O', 'B-STATE_1', 'I-STATE_1', 'I-STATE_1', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'O', 'O', 'B-CREDITCARDCVV_1']"
1193,"All participants are required to update their personal details, such as contact number and age, in our database. Please ensure that you avoid sharing sensitive information like your 482-66-7733 or NL69EAKN8201207210. For assistance, contact us at +506.587 089.2889.","All participants are required to update their personal details, such as contact number and age, in our database. Please ensure that you avoid sharing sensitive information like your [SSN_1] or [IBAN_1]. For assistance, contact us at [PHONENUMBER_1].","{'[SSN_1]': '482-66-7733', '[IBAN_1]': 'NL69EAKN8201207210', '[PHONENUMBER_1]': '+506.587 089.2889'}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SSN_1', 'O', 'B-IBAN_1', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1']"
1194,"Dear Mr. Powlowski (Jacky), Regarding your recent order, we have shipped your medical devices to your current location at Kasandra Field, 86194, Lake Norbertstead, Northwest Territories. Tracking number: 0744743088459948. Total billed: Nu0.001b. Contact: +33 099.875.5173. ETA: 2/87 16:37.","Dear [PREFIX_1] [LASTNAME_1] ([FIRSTNAME_1]), Regarding your recent order, we have shipped your medical devices to your current location at [STREET_1], [BUILDINGNUMBER_1], [CITY_1], [STATE_1]. Tracking number: [MASKEDNUMBER_1]. Total billed: [CURRENCYSYMBOL_1][AMOUNT_1]. Contact: [PHONENUMBER_1]. ETA: [DATE_1] [TIME_1].","{'[PREFIX_1]': 'Mr', '[LASTNAME_1]': 'Powlowski', '[FIRSTNAME_1]': 'Jacky', '[STREET_1]': 'Kasandra Field', '[BUILDINGNUMBER_1]': '86194', '[CITY_1]': 'Lake Norbertstead', '[STATE_1]': 'Northwest Territories', '[MASKEDNUMBER_1]': '0744743088459948', '[CURRENCYSYMBOL_1]': '', '[AMOUNT_1]': 'Nu0.001b', '[PHONENUMBER_1]': '+33 099.875.5173', '[DATE_1]': '2/87', '[TIME_1]': '16:37'}","['O', 'B-PREFIX_1', 'B-LASTNAME_1', 'B-FIRSTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-STREET_1', 'I-STREET_1', 'B-BUILDINGNUMBER_1', 'B-CITY_1', 'I-CITY_1', 'B-STATE_1', 'I-STATE_1', 'O', 'O', 'B-MASKEDNUMBER_1', 'O', 'O', 'B-CURRENCYSYMBOL_1', 'B-AMOUNT_1', 'O', 'B-PHONENUMBER_1', 'I-PHONENUMBER_1', 'O', 'B-DATE_1', 'B-TIME_1']"
1195,"I'm seeking therapy. I live in 41821-3166, my email is Devyn34@yahoo.com and you can reach me at (24)-0683.7884. I'd like to start as soon as possible.","I'm seeking [MEDICAL_1]. I live in [ZIPCODE_1], my email is [EMAIL_1] and you can reach me at [PHONENUMBER_1]. I'd like to start as soon as possible.","{'[MEDICAL_1]': 'therapy', '[ZIPCODE_1]': '41821-3166', '[EMAIL_1]': 'Devyn34@yahoo.com', '[PHONENUMBER_1]': ""(24)-0683.7884""}","['O', 'O', 'B-MEDICAL_1', 'O', 'O', 'O', 'B-ZIPCODE_1', 'O', 'O', 'O', 'B-EMAIL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1196,"As Cis woman, Mrs. Smitham, you should be aware that the risk of breast cancer is there. We recommend our updated screening procedure. If interested, contact us on 07-9586-0749 or email at Penelope_Stark17@hotmail.com.","As [GENDER_1], [PREFIX_1] [LASTNAME_1], you should be aware that the risk of [MEDICAL_1] is there. We recommend our updated screening procedure. If interested, contact us on [PHONENUMBER_1] or email at [EMAIL_1].","{'[GENDER_1]': 'Cis woman', '[PREFIX_1]': 'Mrs', '[LASTNAME_1]': 'Smitham', '[MEDICAL_1]': 'breast cancer', '[PHONENUMBER_1]': '07-9586-0749', '[EMAIL_1]': 'Penelope_Stark17@hotmail.com'}","['O', 'B-GENDER_1', 'I-GENDER_1', 'B-PREFIX_1', 'B-LASTNAME_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICAL_1', 'I-MEDICAL_1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER_1', 'O', 'O', 'O', 'B-EMAIL_1']"
