,unmasked_text,masked_text
1168,We are conducting an inter-school sports meet on 21/11/1996. All participants must confirm their participation and submit their details (including 196centimeters and Eye color: Green) by 1962-12-17T13:13:20.261Z. Kindly contact 06-0528 3335 for any queries.,We are conducting an inter-school sports meet on [DATE_1]. All participants must confirm their participation and submit their details (including [HEIGHT_1] and [EYECOLOR_1]) by [DATE_1]. Kindly contact [PHONENUMBER_1] for any queries.
1169,"Inventory available at MacGyver Viaduct unit is below the desired level. Kindly, update by 1921-04-24T02:27:58.107Z. For more inquiries, reach out via Adrianna_Tremblay@hotmail.com or call 015 8846603. Please, login using Bailee.Waters and ZNkdxDgV8oAD for updating the status.","Inventory available at [STREET_1] unit is below the desired level. Kindly, update by [DATE_1]. For more inquiries, reach out via [EMAIL_1] or call [PHONENUMBER_1]. Please, login using [USERNAME_1] and [PASSWORD_1] for updating the status."
1170,"Thanks to technology, we can now reach remote areas like 8240, Griffin Squares, Rodriguezland. For instance, Ms. Wilkinson can leverage telemedicine without having to leave home. Call her at (89) 5061 6179.","Thanks to technology, we can now reach remote areas like [BUILDINGNUMBER_1], [STREET_1], [CITY_1]. For instance, [PREFIX_1] [LASTNAME_1] can leverage [MEDICAL_1] without having to leave home. Call her at [PHONENUMBER_1]."
1171,"Wendy, are there security measures for accessing student edtech profiles? We received a concerning report about a password (QSJumoZ4C1am) leak. Details are attached. Let's discuss on call, 017.836-8585.","[FIRSTNAME_1], are there security measures for accessing student edtech profiles? We received a concerning report about a password ([PASSWORD_1]) leak. Details are attached. Let's discuss on call, [PHONENUMBER_1]."
1172,"Krystina Larkin has been successfully registered for the clinical trial starting on 2/50. Your participant ID is 73-294192-788409-8. If you have any questions, please contact us at the following number +617-747 409 8098.","[FIRSTNAME_1] [LASTNAME_1] has been successfully registered for the [MEDICAL_1] starting on [DATE_1]. Your participant ID is [PHONEIMEI_1]. If you have any questions, please contact us at the following number [PHONENUMBER_1]."
1173,"Hello, I'm Taylor, a Forward Tactics Planner in the Paradigm. I'm interested in trying humanistic therapy. My phone number is +909-453.449-3180.","Hello, I'm [FIRSTNAME_1], a [JOBTITLE_1] in the [JOBAREA_1]. I'm interested in trying [MEDICAL_1]. My phone number is [PHONENUMBER_1]."
1174,I am sorry to inform you that we faced an issue regarding the monthly measurement of your Female to male transsexual man child Kaya. Please contact us at 01 49-56 60.42.,I am sorry to inform you that we faced an issue regarding the monthly measurement of your [GENDER_1] child [FIRSTNAME_1]. Please contact us at [PHONENUMBER_1].
1175,"Dear parents, our detailed Course-Related Behavioral Guidelines can be downloaded from our website Suite 377. For assistance, contact us at 032 3095538.","Dear parents, our detailed Course-Related Behavioral Guidelines can be downloaded from our website [BUILDINGNUMBER_1]. For assistance, contact us at [PHONENUMBER_1]."
1176,Update Liaison's salary and send to AL0771841365910FT062711G461F for this month's military pension pay. Inform via 0548.31314208.,Update [JOBTYPE_1]'s salary and send to [IBAN_1] for this month's military pension pay. Inform via [PHONENUMBER_1].
1177,"Dear Participant, We have scheduled a health informatics seminar on the 11/08/1932. Please register your interest by responding to this email or call us at 008-383-6113.","Dear Participant, We have scheduled a [MEDICAL_1] seminar on the [DATE_1]. Please register your interest by responding to this email or call us at [PHONENUMBER_1]."
1178,Working on Wolf and Sons's intellectual property updates. Reach Julie Cummerata at 04835.26073 for discussions.,Working on [COMPANYNAME_1]'s intellectual property updates. Reach [FIRSTNAME_1] [LASTNAME_1] at [PHONENUMBER_1] for discussions.
1179,"Dear Parents, informing you of data breach. We're confident secured information is intact and working to address the situation. Please change your portal's PIN 0955 as a precautionary measure. For further details, call 09 35-40.45.89.","Dear Parents, informing you of data breach. We're confident secured information is intact and working to address the situation. Please change your portal's PIN [PIN_1] as a precautionary measure. For further details, call [PHONENUMBER_1]."
1180,"Loraine, you’ve been selected to be the instructor for our upcoming Geometry series. You can confirm your participation at Jaden42@hotmail.com or call 01155 786181.","[FIRSTNAME_1], you’ve been selected to be the instructor for our upcoming Geometry series. You can confirm your participation at [EMAIL_1] or call [PHONENUMBER_1]."
1181,"We'll target Molise heavily in our strategies due to its relevance in Accounts. If you have queries, be in touch with Geovany30 or call (83) 3927-5708.","We'll target [STATE_1] heavily in our strategies due to its relevance in [JOBAREA_1]. If you have queries, be in touch with [USERNAME_1] or call [PHONENUMBER_1]."
1182,"FTM from Hamilton County, works within Assurance. Provides intriguing perspectives. Contact through 0213 15199435, or Addie_Hermann64@hotmail.com.","[GENDER_1] from [COUNTY_1], works within [JOBAREA_1]. Provides intriguing perspectives. Contact through [PHONENUMBER_1], or [EMAIL_1]."
1183,Miss Harris I wanted to draw your attention to a new tool that has proven quite effective in managing ADHD. Check it out on https://complex-bathrobe.name/. I will get in touch via the 06898-66188 on file.,[PREFIX_1] [LASTNAME_1] I wanted to draw your attention to a new tool that has proven quite effective in managing [MEDICAL_1]. Check it out on [URL_1]. I will get in touch via the [PHONENUMBER_1] on file.
1184,"Hello Thad Phoenix Farrell (username: Myah_Hyatt), we scheduled your therapy session with our expert in Schmittworth at 4:15 AM on 14/07/1973. Please confirm the scheduled timing at Carolina16@yahoo.com, or call us at +50 954-113 5219 if any changes are required.","Hello [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] (username: [USERNAME_1]), we scheduled your [MEDICAL_1] with our expert in [CITY_1] at [TIME_1] on [DATE_1]. Please confirm the scheduled timing at [EMAIL_1], or call us at [PHONENUMBER_1] if any changes are required."
1185,"Hi Regional Assurance Specialist, follow this https://indelible-sunbonnet.biz to view past transaction details of account 18308208. For assistance, call us at 092 8311382.","Hi [JOBTITLE_1], follow this [URL_1] to view past transaction details of account [ACCOUNTNUMBER_1]. For assistance, call us at [PHONENUMBER_1]."
1186,"Legal is reviewing the intellectual property assertion in North Jewellshire. For any enquiries, contact Elenor at 067.0461-9650.","Legal is reviewing the intellectual property assertion in [CITY_1]. For any enquiries, contact [FIRSTNAME_1] at [PHONENUMBER_1]."
1187,"Orientation for new hires at Cummerata - Orn, E Union Street, Tuckahoe is scheduled. We're focusing on workplace ergonomics. For registration, contact 05051 62596.","Orientation for new hires at [ORGANIZATION_1], [STREET_1], [CITY_1] is scheduled. We're focusing on workplace ergonomics. For registration, contact [PHONENUMBER_1]."
1188,"Currently pursuing a degree in Security, I am enthusiastic about your company’s work. I would love the opportunity to contribute to your team as an intern. Please contact me at 090.647 1453 or Fausto_Volkman@hotmail.com.","Currently pursuing a degree in [JOBAREA_1], I am enthusiastic about your company’s work. I would love the opportunity to contribute to your team as an intern. Please contact me at [PHONENUMBER_1] or [EMAIL_1]."
1189,"As part of the public health initiative, we have set up a health camp in Hamilton County. This effort is overseen by Auto Loan Account, who is reachable at +394.20.304.6558.","As part of the public health initiative, we have set up a health camp in [COUNTY_1]. This effort is overseen by [ORGANIZATION_1], who is reachable at [PHONENUMBER_1]."
1190,You're scheduled to meet the patient at New Jaleelton hospital Apt. 145 department. Contact +546.784.599 9409 if any issues.,You're scheduled to meet the patient at [CITY_1] hospital [BUILDINGNUMBER_1] department. Contact [PHONENUMBER_1] if any issues.
1191,"Hello Jovanny, we noticed some signals which suggest that you may be in a crisis. We, at Lindgren, Homenick and Schulist, are here to help. Contact our crisis intervention department on this number +22.26-196 0632.","Hello [FIRSTNAME_1], we noticed some signals which suggest that you may be in a crisis. We, at [ORGANIZATION_1], are here to help. Contact our [JOBAREA_1] department on this number [PHONENUMBER_1]."
1192,"Dear Demi-boy, your payment 41080262, from East of England flagged. Call +68 142-689.2162 ASAP. CVV required 533.","Dear [GENDER_1], your payment [ACCOUNTNUMBER_1], from [STATE_1] flagged. Call [PHONENUMBER_1] ASAP. CVV required [CREDITCARDCVV_1]."
1193,"All participants are required to update their personal details, such as contact number and age, in our database. Please ensure that you avoid sharing sensitive information like your 482-66-7733 or NL69EAKN8201207210. For assistance, contact us at +506.587 089.2889.","All participants are required to update their personal details, such as contact number and age, in our database. Please ensure that you avoid sharing sensitive information like your [SSN_1] or [IBAN_1]. For assistance, contact us at [PHONENUMBER_1]."
1194,"Dear Mr. Powlowski (Jacky), Regarding your recent order, we have shipped your medical devices to your current location at Kasandra Field, 86194, Lake Norbertstead, Northwest Territories. Tracking number: 0744743088459948. Total billed: Nu0.001b. Contact: +33 099.875.5173. ETA: 2/87 16:37.","Dear [PREFIX_1] [LASTNAME_1] ([FIRSTNAME_1]), Regarding your recent order, we have shipped your medical devices to your current location at [STREET_1], [BUILDINGNUMBER_1], [CITY_1], [STATE_1]. Tracking number: [MASKEDNUMBER_1]. Total billed: [CURRENCYSYMBOL_1][AMOUNT_1]. Contact: [PHONENUMBER_1]. ETA: [DATE_1] [TIME_1]."
1195,"I'm seeking therapy. I live in 41821-3166, my email is Devyn34@yahoo.com and you can reach me at (24)-0683.7884. I'd like to start as soon as possible.","I'm seeking [MEDICAL_1]. I live in [ZIPCODE_1], my email is [EMAIL_1] and you can reach me at [PHONENUMBER_1]. I'd like to start as soon as possible."
1196,"As Cis woman, Mrs. Smitham, you should be aware that the risk of breast cancer is there. We recommend our updated screening procedure. If interested, contact us on 07-9586-0749 or email at Penelope_Stark17@hotmail.com.","As [GENDER_1], [PREFIX_1] [LASTNAME_1], you should be aware that the risk of [MEDICAL_1] is there. We recommend our updated screening procedure. If interested, contact us on [PHONENUMBER_1] or email at [EMAIL_1]."
1197,Booking confirmation for the educational leadership conference. Reference Number: 7819906195430558. Let Damon know at +611-006-618.7837 if you need assistance.,Booking confirmation for the educational leadership conference. Reference Number: [MASKEDNUMBER_1]. Let [FIRSTNAME_1] know at [PHONENUMBER_1] if you need assistance.
1198,"After attending the IP workshop, we've identified a requirement to apply for patents. Can you guide us in this matter? Our Architect can be contacted at 0414.57824332.","After attending the IP workshop, we've identified a requirement to apply for patents. Can you guide us in this matter? Our [JOBTITLE_1] can be contacted at [PHONENUMBER_1]."
