unmasked_text,masked_text,account_number,account_number_regex
"Hello Juliana, for payment of the upcoming therapy sessions, use the account 91328782 and make sure to reference your 778-20-8424.","Hello [FIRSTNAME_1], for payment of the upcoming therapy sessions, use the account [ACCOUNTNUMBER_1] and make sure to reference your [SSN_1].",91328782,True
"Hello Una, we have issued an invoice for your sessions of the amount £ 708285.79. You can check the invoice sent to your email: Jarrett17@yahoo.com or directly pay us at Investment Account 26765574. Thank you.","Hello [FIRSTNAME_1], we have issued an invoice for your sessions of the amount [CURRENCYSYMBOL_1] [AMOUNT_1]. You can check the invoice sent to your email: [EMAIL_1] or directly pay us at [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. Thank you.",26765574,True
"Greetings Mrs. Kennedy, we have noticed your account no. 16356131 was accessed via an unrecognized device with MAC Address 9c:7f:c7:91:b1:fb.","Greetings [PREFIX_1] [MIDDLENAME_1], we have noticed your account no. [ACCOUNTNUMBER_1] was accessed via an unrecognized device with MAC Address [MAC_1].",16356131,True
Please send an invoice for my legal education fees to my personal loan account: 46281517. Kindly itemize each charge and convert the total amount to Norwegian Krone ($).,Please send an invoice for my legal education fees to my personal loan account: [ACCOUNTNUMBER_1]. Kindly itemize each charge and convert the total amount to [CURRENCYNAME_1] ([CURRENCYSYMBOL_1]).,46281517,True
"""Dear Miss, We recently discovered some discrepancies in the payment entry corresponding to account number 57085220. Please cross-check the numbers and contact us immediately.""","""Dear [PREFIX_1], We recently discovered some discrepancies in the payment entry corresponding to account number [ACCOUNTNUMBER_1]. Please cross-check the numbers and contact us immediately.""",57085220,True
"Garret, welcome to our study forum. Please remember to keep your account 64387528 secure.","[FIRSTNAME_1], welcome to our study forum. Please remember to keep your account [ACCOUNTNUMBER_1] secure.",64387528,True
"Accessing Palliative care records. Use account number 71788205, with 4bdc:b876:62be:e2c0:a1f5:7c5e:b91c:5cac. If problems, reset SRkx91lWU0pr.","Accessing Palliative care records. Use account number [ACCOUNTNUMBER_1], with [IPV6_1]. If problems, reset [PASSWORD_1].",71788205,True
"I'm pleased to donate toward your phenomenal literacy program. The transaction will be done through my bank at TR394320301336020095034482 from my account 44173570. For any assistance, feel free to reach out.","I'm pleased to donate toward your phenomenal literacy program. The transaction will be done through my bank at [IBAN_1] from my account [ACCOUNTNUMBER_1]. For any assistance, feel free to reach out.",44173570,True
"Hey Houston, Currently, I am looking to conduct a cost-benefit analysis for our project under the Interactions department. As Chief Accountability Manager, your expertise would be valuable in assessing the project's financial viability. Upon confirmation, an amount of 0.400mIraqi Dinar will be credited to your account 34504540.","Hey [FIRSTNAME_1], Currently, I am looking to conduct a cost-benefit analysis for our project under the [JOBAREA_1] department. As [JOBTITLE_1], your expertise would be valuable in assessing the project's financial viability. Upon confirmation, an amount of [AMOUNT_1][CURRENCY_1] will be credited to your account [ACCOUNTNUMBER_1].",34504540,True
"Hello Lindsey, The scheduled audit of the school nutrition accounts will commence on 2020-09-17T18:22:48.495Z. I trust you have prepared all necessary documents for Personal Loan Account number 70685291.","Hello [FIRSTNAME_1], The scheduled audit of the school nutrition accounts will commence on [DATE_1]. I trust you have prepared all necessary documents for [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1].",70685291,True
"Urgent! Patient 94040201 showed allergic response to the injected drug. Need immediate support in 3639, Meadow Close.","Urgent! Patient [ACCOUNTNUMBER_1] showed allergic response to the injected drug. Need immediate support in [BUILDINGNUMBER_1], [STREET_1].",94040201,False
Failed transaction last 1973-12-11T17:10:49.328Z for Auto Loan Account with account number 79986825. Please confirm if details are correct.,Failed transaction last [DATE_1] for [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1]. Please confirm if details are correct.,79986825,True
"Alert! Unusual activity on the account Investment Account (Acct no: 70451557) of user Electa55, suspected to be a violation of securities law. More details at https://cloudy-crayfish.biz/.","Alert! Unusual activity on the account [ACCOUNTNAME_1] (Acct no: [ACCOUNTNUMBER_1]) of user [USERNAME_1], suspected to be a violation of securities law. More details at [URL_1].",70451557,True
Get our Executive on board to scrutinize animal law amendments crucial to our upcoming campaigns including the cases related to account 24945004.,Get our [JOBTYPE_1] on board to scrutinize animal law amendments crucial to our upcoming campaigns including the cases related to account [ACCOUNTNUMBER_1].,24945004,True
"Dear Entrepreneur, Your account with account number 93501950 has been charged S0.000b for your Web services subscription. If there are any discrepancies, contact our team immediately.","Dear Entrepreneur, Your account with account number [ACCOUNTNUMBER_1] has been charged [CURRENCYSYMBOL_1][AMOUNT_1] for your Web services subscription. If there are any discrepancies, contact our team immediately.",93501950,True
The client has requested another breakdown of trade regulations when dealing with the Jordanian Dinar. Deposits would appear in the account 60305837.,The client has requested another breakdown of trade regulations when dealing with the [CURRENCYNAME_1]. Deposits would appear in the account [ACCOUNTNUMBER_1].,60305837,True
"The bank requires an audit of your account 35933635. As your Principal Communications Developer, I need your full cooperation. Please confirm your 1unNVi5kj6Bcdic4vpEq9EHewYCSVB9TLXPoESK, 0x31ed7cfdde4b3adbdea1424ccd5e50ced92dfeb2, and 35c1R75GW4UhVug2QPR9b7SfhCu. I also need your transaction history of the last six months.","The bank requires an audit of your account [ACCOUNTNUMBER_1]. As your [JOBTITLE_1], I need your full cooperation. Please confirm your [BITCOINADDRESS_1], [ETHEREUMADDRESS_1], and [LITECOINADDRESS_1]. I also need your transaction history of the last six months.",35933635,True
Your Legal Education Scholarship Application has been accepted. Deposit the scholarship fee ﷼0.00b to our Home Loan Account Account Number 24508907. Contact +24.39 054 0346 for queries.,Your Legal Education Scholarship Application has been accepted. Deposit the scholarship fee [CURRENCYSYMBOL_1][AMOUNT_1] to our [ACCOUNTNAME_1] Account Number [ACCOUNTNUMBER_1]. Contact [PHONENUMBER_1] for queries.,24508907,True
We discovered multiple login attempts to account 89326118 from 37.128.23.100 and d8da:4890:3ecd:ae44:1c1d:37e4:d0dc:fbfd. Please look into the legal consequences of this.,We discovered multiple login attempts to account [ACCOUNTNUMBER_1] from [IPV4_1] and [IPV6_1]. Please look into the legal consequences of this.,89326118,True
"Ms. Quinn Von, we also offer house visits if getting to us in South Schuylerhaven is a challenge. Keeping your 60731778 ready for expenses will be convenient. This is Deckow, Waelchi and Wilderman and we value your comfort during this healing journey.","[PREFIX_1] [MIDDLENAME_1] [LASTNAME_1], we also offer house visits if getting to us in [CITY_1] is a challenge. Keeping your [ACCOUNTNUMBER_1] ready for expenses will be convenient. This is [COMPANYNAME_1] and we value your comfort during this healing journey.",60731778,False
Cameron will be joining us as the new Customer Data Specialist at the oncology department from 6/18. She'll also be managing the transactional needs with 12086804.,[MIDDLENAME_1] will be joining us as the new [JOBTITLE_1] at the oncology department from [DOB_1]. She'll also be managing the transactional needs with [ACCOUNTNUMBER_1].,12086804,False
"Dear Dibbert, the claim related to your Auto Loan Account account 37691147 for amount $219,976.2 is cancelled, due to insufficient document proofs. For more enquiries, please mail us at Jerod_Ward@yahoo.com.","Dear [LASTNAME_1], the claim related to your [ACCOUNTNAME_1] account [ACCOUNTNUMBER_1] for amount [CURRENCYSYMBOL_1][AMOUNT_1] is cancelled, due to insufficient document proofs. For more enquiries, please mail us at [EMAIL_1].",37691147,True
"Policy review 48180720 and 72e4:abf4:7fb5:d51a:9b02:9f99:feda:f0fa accessible on Thursday from 5:00pm. Sincerely, Ms.","Policy review [ACCOUNTNUMBER_1] and [IPV6_1] accessible on Thursday from [TIME_1]. Sincerely, [PREFIX_1]",48180720,False
"ASD therapy due for payment under account name Home Loan Account with account number 79954169. The billing amount is ₦533,086.31. Please contact for queries.",ASD therapy due for payment under account name [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1]. The billing amount is [CURRENCYSYMBOL_1][AMOUNT_1]. Please contact for queries.,79954169,True
"Verification alert: Miss Gerhold Jamie from Worcestershire, could you please verify your account 29468738 using IP 209.136.38.219.","Verification alert: [PREFIX_1] [LASTNAME_1] [MIDDLENAME_1] from [COUNTY_1], could you please verify your account [ACCOUNTNUMBER_1] using IP [IPV4_1].",29468738,True
"To register for the next series of teacher training, please provide your Investment Account 17456353 and ZRICCROT.","To register for the next series of teacher training, please provide your [ACCOUNTNAME_1] [ACCOUNTNUMBER_1] and [BIC_1].",17456353,True
Private school vs public school data can be accessed via b8af:bafb:ed21:aa54:6ae0:bad4:e507:963a. You can find more in our database under 10501982.,Private school vs public school data can be accessed via [IP_1]. You can find more in our database under [ACCOUNTNUMBER_1].,10501982,False
Need to register for the Occupational Medicine conference. Use 69629358 and PIN 6818 for payment.,Need to register for the Occupational Medicine conference. Use [ACCOUNTNUMBER_1] and PIN [PIN_1] for payment.,69629358,False
Join our Health and Wellness Programs; spread the word for a healthier world. Let's make the Northeast a healthier place! Payments accepted at Money Market Account 69032074.,Join our Health and Wellness Programs; spread the word for a healthier world. Let's make the [ORDINALDIRECTION_1] a healthier place! Payments accepted at [ACCOUNTNAME_1] [ACCOUNTNUMBER_1].,69032074,True
"Payment from the Home Loan Account, account no. 65018832 for the 335,377.73 Yuan Renminbi market research fee has been received. Your account statement will be sent to Kara47@hotmail.com.","Payment from the [ACCOUNTNAME_1], account no. [ACCOUNTNUMBER_1] for the [AMOUNT_1] [CURRENCY_1] market research fee has been received. Your account statement will be sent to [EMAIL_1].",65018832,True
"An employment claim has been made by Miss Rickey Baumbach, working as a Product Branding Engineer in the state of Graubünden. The case is concerned with an issue on accounts - Personal Loan Account and 40101223. The claim will proceed in the nearest department of Gwynedd County Employment tribunal.","An employment claim has been made by [PREFIX_1] [FIRSTNAME_1] [LASTNAME_1], working as a [JOBTITLE_1] in the state of [STATE_1]. The case is concerned with an issue on accounts - [ACCOUNTNAME_1] and [ACCOUNTNUMBER_1]. The claim will proceed in the nearest department of [COUNTY_1] Employment tribunal.",40101223,True
"Hello Torrey, your recent payment from 17088296 has been registered. We will send confirmation to your email once processed.","Hello [FIRSTNAME_1], your recent payment from [ACCOUNTNUMBER_1] has been registered. We will send confirmation to your email once processed.",17088296,False
"Fritsch, Bergnaum and McLaughlin acquires Waters - Shanahan. Transfer ₨0.5m to Account name Auto Loan Account, Account number 81858028.","[COMPANYNAME_1] acquires [COMPANYNAME_2]. Transfer [CURRENCYSYMBOL_1][AMOUNT_1] to Account name [ACCOUNTNAME_1], Account number [ACCOUNTNUMBER_1].",81858028,True
"Dear Specialist, for informational purposes, we require the transaction history of the account with number 27053458. We need to verify compliance with securities and exchange laws.","Dear [JOBTYPE_1], for informational purposes, we require the transaction history of the account with number [ACCOUNTNUMBER_1]. We need to verify compliance with securities and exchange laws.",27053458,True
"As an update, your submissions on the Jovanboro platform have been updated. Your ID 82125733 will be necessary for access.","As an update, your submissions on the [CITY_1] platform have been updated. Your ID [ACCOUNTNUMBER_1] will be necessary for access.",82125733,False
"Maxine, a slight reminder. Please do not share your personal PIN 8308 or account 36223212 details to anyone.","[FIRSTNAME_1], a slight reminder. Please do not share your personal PIN [PIN_1] or account [ACCOUNTNUMBER_1] details to anyone.",36223212,True
"Dear Regional Security Coordinator, we've identified a few anomalies with the credit card issuer maestro and our account number 84903200. As part of our risk evaluation, we require your expertise to investigate this issue further. Please submit your findings in a report to the Risk Committee by 13th December.","Dear [JOBTITLE_1], we've identified a few anomalies with the credit card issuer [CREDITCARDISSUER_1] and our account number [ACCOUNTNUMBER_1]. As part of our risk evaluation, we require your expertise to investigate this issue further. Please submit your findings in a report to the Risk Committee by [DATE_1].",84903200,True
Your recent legal request regarding the vessel with KU70ZWV has been received. We've assigned account number 87856058 to this case. Email us at Bella57@hotmail.com for follow-ups.,Your recent legal request regarding the vessel with [VEHICLEVRM_1] has been received. We've assigned account number [ACCOUNTNUMBER_1] to this case. Email us at [EMAIL_1] for follow-ups.,87856058,True
"Our budget for the next fiscal year has been approved. As our International Assurance Agent, Mrs. Cronin, could you check the funding allocated to our Division in the Personal Loan Account number 92260726?","Our budget for the next fiscal year has been approved. As our [JOBTITLE_1], [PREFIX_1] [LASTNAME_1], could you check the funding allocated to our [JOBAREA_1] in the [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1]?",92260726,True
"We are holding a Mock Trade Activity. Kindly deposit 925,575.26Kyat to Bank Account 08811058. Reference for transaction: XUNVSGDB",We are holding a Mock Trade Activity. Kindly deposit [AMOUNT_1][CURRENCY_1] to Bank Account [ACCOUNTNUMBER_1]. Reference for transaction: [BIC_1],8811058,True
We discovered a potential Anti-trust law violation in Madysonton. The case involves Sporer - Buckridge. We suspect misuse of the account 04939668.,We discovered a potential Anti-trust law violation in [CITY_1]. The case involves [COMPANYNAME_1]. We suspect misuse of the account [ACCOUNTNUMBER_1].,4939668,True
Arbitration of account 45404483 remained unresolved due to unverified transactions from 1G9DXAmbhGsRqhvWjmegVSp3mkSLiSD1.,Arbitration of account [ACCOUNTNUMBER_1] remained unresolved due to unverified transactions from [BITCOINADDRESS_1].,45404483,True
The standardized testing fees have been deducted from your Credit Card Account 28311786. Your remaining balance is £100.,The standardized testing fees have been deducted from your [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. Your remaining balance is [CURRENCYSYMBOL_1]100.,28311786,True
Patient Sigurd's bill of $989.760k on account number 67943344 is overdue by 30 days. Please give them a breakdown of their charge. Reach them on 00 83 98.32-97.,Patient [FIRSTNAME_1]'s bill of [CURRENCYSYMBOL_1][AMOUNT_1] on account number [ACCOUNTNUMBER_1] is overdue by 30 days. Please give them a breakdown of their charge. Reach them on [PHONENUMBER_1].,67943344,True
"Banking anomalies for account 58082153 holder Zena Schroeder, employed as Human Factors Executive. Notable transactions of $954,788.64 with FI8400079726476925 were reported.","Banking anomalies for account [ACCOUNTNUMBER_1] holder [FIRSTNAME_1] [LASTNAME_1], employed as [JOBTITLE_1]. Notable transactions of [CURRENCYSYMBOL_1][AMOUNT_1] with [IBAN_1] were reported.",58082153,True
"Dear Emmy, as of 12/01/1980, we've noticed some suspicious activity on your company account number 27338625. As a security measure, we've momentarily stopped all transactions. Please verify your account as soon as possible.","Dear [FIRSTNAME_1], as of [DATE_1], we've noticed some suspicious activity on your company account number [ACCOUNTNUMBER_1]. As a security measure, we've momentarily stopped all transactions. Please verify your account as soon as possible.",27338625,True
"Hello Global Metrics Producer, could you share your sales projections for Q4? I'll primarily need web Creative numbers so please send them to this https://formal-addiction.net before 03:02. Use 39752067 for any needed purchases.","Hello [JOBTITLE_1], could you share your sales projections for Q4? I'll primarily need web [JOBAREA_1] numbers so please send them to this [URL_1] before [TIME_1]. Use [ACCOUNTNUMBER_1] for any needed purchases.",39752067,False
"We are pleased to inform you that your seat at our SEL workshop at venue 31746 has been confirmed. For any transactions, please use account number 23997441.","We are pleased to inform you that your seat at our SEL workshop at venue [ZIPCODE_1] has been confirmed. For any transactions, please use account number [ACCOUNTNUMBER_1].",23997441,True
We noticed an access attempt on 01/11/1974 from IP 196d:80e5:be0c:ade5:b2dc:fae3:eee0:5fd1 associated with account number 53777874. The device's MAC address captured was bc:4c:45:1a:02:f0. Please confirm if this was you.,We noticed an access attempt on [DOB_1] from IP [IP_1] associated with account number [ACCOUNTNUMBER_1]. The device's MAC address captured was [MAC_1]. Please confirm if this was you.,53777874,True
A new password iNqZJgIbIRcu for account 73132931 has been requested.,A new password [PASSWORD_1] for account [ACCOUNTNUMBER_1] has been requested.,73132931,True
"ASAP, Miss Leannon, your Investment Account number 08651239 will be included within the bankruptcy filing performed on 11/47, per your previous request.","ASAP, [PREFIX_1] [LASTNAME_1], your [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1] will be included within the bankruptcy filing performed on [DATE_1], per your previous request.",8651239,True
"Kristin Okuneva, your cognitive therapy session at our Manor Close clinic is scheduled for 19/04/1940 at 9:39 AM. The cost of the session is ₦555k. Please use 90972686 on the payment portal and forward receipt to Leonard.Hayes@gmail.com.","[FIRSTNAME_1] [LASTNAME_1], your cognitive therapy session at our [STREET_1] clinic is scheduled for [DATE_1] at [TIME_1]. The cost of the session is [CURRENCYSYMBOL_1][AMOUNT_1]. Please use [ACCOUNTNUMBER_1] on the payment portal and forward receipt to [EMAIL_1].",90972686,False
"Hi, for everyone's safety, we ask you not to disclose sensitive details like 831 73 1114 or 15264898 in printed or digital forms.","Hi, for everyone's safety, we ask you not to disclose sensitive details like [SSN_1] or [ACCOUNTNUMBER_1] in printed or digital forms.",15264898,False
"₩0.0b have been successfully transferred from Savings Account (account no: 85329251) as part of our tax planning. If you have any questions, contact Mr. Alexandrine River O'Hara on 073-903 2230 at 16.","[CURRENCYSYMBOL_1][AMOUNT_1] have been successfully transferred from [ACCOUNTNAME_1] (account no: [ACCOUNTNUMBER_1]) as part of our tax planning. If you have any questions, contact [PREFIX_1] [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] on [PHONENUMBER_1] at [TIME_1].",85329251,True
"Dear Casey_Howe, I wanted to discuss the tax implications of our Iceland Krona transactions. We have noticed a discrepancy in the recorded values. Please refer to transaction with account number 59519720that occurred on December 24, 1931.","Dear [USERNAME_1], I wanted to discuss the tax implications of our [CURRENCY_1] transactions. We have noticed a discrepancy in the recorded values. Please refer to transaction with account number [ACCOUNTNUMBER_1]that occurred on [DATE_1].",59519720,False
"New trial guidlines as discussed with Engineer, has been implemented for the Male strata of patients with account numbers 47076566 to 68569447.","New trial guidlines as discussed with [JOBTYPE_1], has been implemented for the [SEX_1] strata of patients with account numbers [ACCOUNTNUMBER_1] to [ACCOUNTNUMBER_2].",47076566,True
"To continue the arbitration proceedings for 06001059, we need more details about transaction with 38DRcmHNoicoMz7hHinTZ3v8d3KRnJgE7GLUFhw.","To continue the arbitration proceedings for [ACCOUNTNUMBER_1], we need more details about transaction with [BITCOINADDRESS_1].",6001059,False
Quality Assurance conversation held at 13:58 discussed punctual delivery of products in Saxony-Anhalt region. https://unlined-feedback.net/ provides complete details. 93224215 designated for purchase transactions.,Quality Assurance conversation held at [TIME_1] discussed punctual delivery of products in [STATE_1] region. [URL_1] provides complete details. [ACCOUNTNUMBER_1] designated for purchase transactions.,93224215,False
"As part of our change management plan, we request Male to update the account with account number 94263165 with a new password. Please keep the new password as i8eASEP15L4T.","As part of our change management plan, we request [SEX_1] to update the account with account number [ACCOUNTNUMBER_1] with a new password. Please keep the new password as [PASSWORD_1].",94263165,True
"Dear Dr. Audie Rath, the audit of your Home Loan Account number 70281140 revealed an outstanding balance of ден374752. Please settle this before your next appointment","Dear [PREFIX_1] [FIRSTNAME_1] [LASTNAME_1], the audit of your [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1] revealed an outstanding balance of [CURRENCYSYMBOL_1][AMOUNT_1]. Please settle this before your next appointment",70281140,True
"Living a healthier life is crucial. Our wellness program can be an investment into that. Payments can be made to 50972417, Savings Account","Living a healthier life is crucial. Our wellness program can be an investment into that. Payments can be made to [ACCOUNTNUMBER_1], [ACCOUNTNAME_1]",50972417,False
"Dear Modesta20, we're investigating your Savings Account account (Number: 48693767) for possible securities law infractions. Please review information at https://abandoned-going.com.","Dear [USERNAME_1], we're investigating your [ACCOUNTNAME_1] account (Number: [ACCOUNTNUMBER_1]) for possible securities law infractions. Please review information at [URL_1].",48693767,True
Payment for the alternative medicine seminar has been made through account Auto Loan Account with number 90804748. Please acknowledge.,Payment for the alternative medicine seminar has been made through account [ACCOUNTNAME_1] with number [ACCOUNTNUMBER_1]. Please acknowledge.,90804748,True
Kindly note that the assessment report of student Savings Account from account 20714272 will be sent to the school address on 8/45.,Kindly note that the assessment report of student [ACCOUNTNAME_1] from account [ACCOUNTNUMBER_1] will be sent to the school address on [DATE_1].,20714272,True
"Attachment is the quarterly review of dental equipment costings. We anticipate an increase in this quarter's expenses. Please allocate $150,934.4 from Home Loan Account with 91716122 to cover the costs. Contact Titus_Baumbach85@gmail.com for any queries.",Attachment is the quarterly review of dental equipment costings. We anticipate an increase in this quarter's expenses. Please allocate [CURRENCYSYMBOL_1][AMOUNT_1] from [ACCOUNTNAME_1] with [ACCOUNTNUMBER_1] to cover the costs. Contact [EMAIL_1] for any queries.,91716122,True
"Ms. Transgender person, hope you found our session discussing the importance of prevention in controlling the development of health disorders useful. Please submit all materials to our Jaskolskiville office at 72317 S Grand Avenue before 5/75. Your reference number is 32637977.","[PREFIX_1] [GENDER_1], hope you found our session discussing the importance of prevention in controlling the development of health disorders useful. Please submit all materials to our [CITY_1] office at [BUILDINGNUMBER_1] [STREET_1] before [DATE_1]. Your reference number is [ACCOUNTNUMBER_1].",32637977,False
"Dear Dr.Wilkinson, your husband's chronic illness requires constant attention. To manage his health conditions better, consider switching to our predefined plans. For payments, use account 94176338.","Dear [PREFIX_1][LASTNAME_1], your husband's chronic illness requires constant attention. To manage his health conditions better, consider switching to our predefined plans. For payments, use account [ACCOUNTNUMBER_1].",94176338,True
"We need to compile an audit of the Family Law division expenditure. Especially accounting the past month’s expenses, coded under the Company account Money Market Account with account number 47914005.","We need to compile an audit of the Family Law division expenditure. Especially accounting the past month’s expenses, coded under the Company account [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1].",47914005,True
"Hi Rodrick, could you please confirm the transaction of 0.62m Metical on your account 93630311 for occupational therapy equipment? We noticed the purchase was made from IP address 47.46.50.152.","Hi [FIRSTNAME_1], could you please confirm the transaction of [AMOUNT_1] [CURRENCY_1] on your account [ACCOUNTNUMBER_1] for occupational therapy equipment? We noticed the purchase was made from IP address [IPV4_1].",93630311,True
"To ensure the successful transaction of your training fees, please provide details of Checking Account, including 09470735 and NGSPLCQV.","To ensure the successful transaction of your training fees, please provide details of [ACCOUNTNAME_1], including [ACCOUNTNUMBER_1] and [BIC_1].",9470735,True
"Hello National Web Designer, please remember make your Distance Learning fee payment via 71871208.","Hello [JOBTITLE_1], please remember make your Distance Learning fee payment via [ACCOUNTNUMBER_1].",71871208,False
"Hello Charlene, kindly consider contributing to the student wellbeing fund (details attached). Use the account details: Money Market Account 84126023. Your support is invaluable in enhancing our school environment. Contact us at Bradford_Kuhic97@hotmail.com or 8498 492.6775 if you need more information. Best, Arnold","Hello [FIRSTNAME_1], kindly consider contributing to the student wellbeing fund (details attached). Use the account details: [ACCOUNTNAME_1] [ACCOUNTNUMBER_1]. Your support is invaluable in enhancing our school environment. Contact us at [EMAIL_1] or [PHONENUMBER_1] if you need more information. Best, [FIRSTNAME_2]",84126023,True
Confirm the transfer of 0.2m CRC to our Personal Loan Account account ending with 27522174 for the legal service.,Confirm the transfer of [AMOUNT_1] [CURRENCYCODE_1] to our [ACCOUNTNAME_1] account ending with [ACCOUNTNUMBER_1] for the legal service.,27522174,True
Your assistance is required for a maritime law case involving vessel with 0W7N802UJLWS54562. The case number is 02210596. Contact our legal team at Lloyd.Nienow-Wyman42@gmail.com.,Your assistance is required for a maritime law case involving vessel with [VEHICLEVIN_1]. The case number is [ACCOUNTNUMBER_1]. Contact our legal team at [EMAIL_1].,2210596,False
"7. The estimated investment needed for the Northeast branch is about ﷼361k, the transaction will be through account number 43281548.","7. The estimated investment needed for the Northeast branch is about [CURRENCYSYMBOL_1][AMOUNT_1], the transaction will be through account number [ACCOUNTNUMBER_1].",43281548,True
Please review the transactions of account number 12357161. Prepare a report highlighting the monthly inflow and outflow. Make sure you highlight any transactions in BYN.,Please review the transactions of account number [ACCOUNTNUMBER_1]. Prepare a report highlighting the monthly inflow and outflow. Make sure you highlight any transactions in [CURRENCYCODE_1].,12357161,True
I need a trailing 12-month trend analysis of the 52742240 account transaction history completed by 05.,I need a trailing 12-month trend analysis of the [ACCOUNTNUMBER_1] account transaction history completed by [TIME_1].,52742240,False
"Our next step for the case is to investigate the financial transactions. We need to analyze the bank details for account 07063380, issued by Savings Account. Please handle the sensitive information such as IS030760028793190076400140 and BTRXCLWJ with care, avoiding any data leaks.","Our next step for the case is to investigate the financial transactions. We need to analyze the bank details for account [ACCOUNTNUMBER_1], issued by [ACCOUNTNAME_1]. Please handle the sensitive information such as [IBAN_1] and [BIC_1] with care, avoiding any data leaks.",7063380,True
"I have received a reminder to renew the nursing practices license for 62151091. All nurses, including Shiloh, should note this.","I have received a reminder to renew the nursing practices license for [ACCOUNTNUMBER_1]. All nurses, including [MIDDLENAME_1], should note this.",62151091,False
Tabitha Stracke just got admitted into our oncology unit. Representative Jaqueline Lesch will be managing her expenses through 65029177.,[FIRSTNAME_1] [LASTNAME_1] just got admitted into our oncology unit. Representative [FIRSTNAME_2] [LASTNAME_2] will be managing her expenses through [ACCOUNTNUMBER_1].,65029177,False
"There are some updates to the Compliance Law that may affect our internal procedures involving the use of account number 74978085, BIC IQMGSJDSXXX and IBAN IS727906995004130900490090. Please review the laws.","There are some updates to the Compliance Law that may affect our internal procedures involving the use of account number [ACCOUNTNUMBER_1], BIC [BIC_1] and IBAN [IBAN_1]. Please review the laws.",74978085,True
"In order to register for Science Bowl, please send the registration fee of Gibraltar Pound to account number 67522240. Payment confirmation will be sent to +80-281-316 0618.","In order to register for Science Bowl, please send the registration fee of [CURRENCY_1] to account number [ACCOUNTNUMBER_1]. Payment confirmation will be sent to [PHONENUMBER_1].",67522240,True
2. Need further details for Auto Loan Account with number 19713884. The claim involves 10GGULGPGCKD43324 which was involved in an accident towards the Northeast.,2. Need further details for [ACCOUNTNAME_1] with number [ACCOUNTNUMBER_1]. The claim involves [VEHICLEVIN_1] which was involved in an accident towards the [ORDINALDIRECTION_1].,19713884,True
"Donate to Personal Loan Account (#67448192) for literacy initiave in Gwynedd County, Molise (15932). Your generous gift makes a difference!","Donate to [ACCOUNTNAME_1] (#[ACCOUNTNUMBER_1]) for literacy initiave in [COUNTY_1], [STATE_1] ([ZIPCODE_1]). Your generous gift makes a difference!",67448192,True
"We require a detailed report on cruelty free producer certifications. The report should be sent to Turcotte Haven, Durham, 10055. Include cost breakdowns for applying for these certifications. Payment can be made through 93898226, the CVV is 895.","We require a detailed report on cruelty free producer certifications. The report should be sent to [STREET_1], [COUNTY_1], [ZIPCODE_1]. Include cost breakdowns for applying for these certifications. Payment can be made through [ACCOUNTNUMBER_1], the CVV is [CREDITCARDCVV_1].",93898226,False
Payment for previous intellectual property consulting services Functionality should be sent to our Auto Loan Account by fund transfer. The transaction must be completed by 9 o'clock and should include the account number 52142359 and bank QKZUESSQ.,Payment for previous intellectual property consulting services [JOBAREA_1] should be sent to our [ACCOUNTNAME_1] by fund transfer. The transaction must be completed by [TIME_1] and should include the account number [ACCOUNTNUMBER_1] and bank [BIC_1].,52142359,True
"Americo, we need a report on how seasonality affects our business. Include last year's sales data and identify any patterns that may help us prepare for next year's seasonal changes. You should get the raw data from the account 01232289.","[FIRSTNAME_1], we need a report on how seasonality affects our business. Include last year's sales data and identify any patterns that may help us prepare for next year's seasonal changes. You should get the raw data from the account [ACCOUNTNUMBER_1].",1232289,True
"Alvena, the date for your child's Special Education assessment at Balistreri - Stiedemann has been set. Our representative will contact you on 041-145-3719. Ref: 72420232","[FIRSTNAME_1], the date for your child's Special Education assessment at [COMPANYNAME_1] has been set. Our representative will contact you on [PHONENUMBER_1]. Ref: [ACCOUNTNUMBER_1]",72420232,False
"Dear Matilda, the payment can be done using the account with number 38364140. Check out the details on our website.","Dear [FIRSTNAME_1], the payment can be done using the account with number [ACCOUNTNUMBER_1]. Check out the details on our website.",38364140,True
The amount of 246005 Australian Dollar for insurance premium of account 94275817 has not been received.,The amount of [AMOUNT_1] [CURRENCY_1] for insurance premium of account [ACCOUNTNUMBER_1] has not been received.,94275817,True
"Throughout the arbitration process, suspicious funds transfer to 3hcwdi6diBxmyQM12DyaWHuV3A97tSEHk77mL from account 30903922 was revealed.","Throughout the arbitration process, suspicious funds transfer to [BITCOINADDRESS_1] from account [ACCOUNTNUMBER_1] was revealed.",30903922,True
